epoch,dice
1,0.2240698470215373
2,0.3280472085342644
3,0.35257298871103526
4,0.3687042427976186
5,0.3721611627510616
6,0.3570762141520933
7,0.37444983567757145
8,0.45435439010090956
9,0.4462984029674135
10,0.4680154994901416
11,0.4399307806422745
12,0.5053995361486083
13,0.5079581830072106
14,0.5048724482024926
15,0.557940265283328
16,0.5627337841020115
17,0.5455227911348915
18,0.586952631394562
19,0.5802026625498975
20,0.5482356742055273
21,0.6100825160186484
22,0.5807223922224025
23,0.6018407655798871
24,0.6190177972272316
25,0.6102591366748138
26,0.6255469528291043
27,0.6245821532995804
28,0.6252117804858995
29,0.6230353598268876
30,0.6217947065460016
