epoch,dice
1,0.2998716556013988
2,0.010806117171863206
3,0.11244848787815427
4,0.381310736910897
5,0.3940994168167035
6,0.40209537386647415
7,0.4000506407232265
8,0.4253578559952493
9,0.40987236480041567
10,0.4803161448943689
11,0.5210069190888178
12,0.45461686044993116
13,0.5426381628952658
14,0.5704164078023369
15,0.5481386775802628
16,0.5419712051841783
17,0.5572125162643923
18,0.5958279956201589
19,0.5928725500284515
20,0.6030957223712534
21,0.5845572163599618
22,0.6067511734261523
23,0.5967528082075573
24,0.6234833772138039
25,0.6333638459258939
26,0.6230450719286443
27,0.6185577062592991
28,0.619978782429705
29,0.6220582325019205
30,0.6224067639366687
