epoch,dice
1,0.19634109883269002
2,0.47664180865957717
3,0.49019867674378326
4,0.48184726085544616
5,0.4827269187643508
6,0.47820735371802464
7,0.5384326197884299
8,0.556778251632186
9,0.573425355528997
10,0.6329437962248305
11,0.6797187850495016
12,0.6919455306589111
13,0.6914810489031894
14,0.7343981305429758
15,0.7333820516412909
16,0.7574454220858488
17,0.7512593318608182
18,0.7677483627618837
19,0.779350243816691
20,0.781650857984527
21,0.7891531798465192
22,0.7998093445438984
23,0.7961782492881964
24,0.8041555108117663
25,0.8081739776390643
26,0.8187783094477062
27,0.8198003680252832
28,0.8219700908857929
29,0.8221041904993294
30,0.8228616694773524
