epoch,dice
1,0.4006011126455197
2,0.4732380814788755
3,0.4609318838631811
4,0.46914155103943567
5,0.5360378095926333
6,0.5563653086827807
7,0.5577792195249195
8,0.5914761113726403
9,0.6243905725557942
10,0.6390597312903601
11,0.6675458584935212
12,0.6791077561614928
13,0.7092910852314027
14,0.7104206282245226
15,0.7255265742294059
16,0.7168163519260312
17,0.7248458281036251
18,0.749598146470125
19,0.7344689132753482
20,0.7440988288438024
21,0.7563874741231115
22,0.7373873044636624
23,0.7626851393171579
24,0.7575469440665127
25,0.7809575904499401
26,0.7615329243920066
27,0.7536678176280881
28,0.7544328801888079
29,0.7803591548903914
30,0.7774191715500571
