epoch,dice
1,0.36248137158636723
2,0.4678568145256358
3,0.48982250221520973
4,0.5115970785326592
5,0.5441227356592814
6,0.5681611116875279
7,0.573424618436683
8,0.6117161548162345
9,0.5904316529477358
10,0.6495130226232003
11,0.6586937551419434
12,0.7028776760180298
13,0.7096695377959968
14,0.7297386325911212
15,0.7298286253621119
16,0.7288647171873484
17,0.748567859825387
18,0.7519023266638288
19,0.7494325776031052
20,0.7869894835272684
21,0.7392713601544777
22,0.7830115560419071
23,0.7889174983121346
24,0.7523062574690667
25,0.7918842185604893
26,0.7766322103593167
27,0.7936642791913904
28,0.7881040533630498
29,0.8024132470166461
30,0.8080555435046399
