epoch,dice
1,0.4121394449879664
2,0.4970367311444095
3,0.46744209935206066
4,0.5278735165146814
5,0.577594996979518
6,0.5953639555668485
7,0.639911182918904
8,0.6199462028764049
9,0.6457493185503389
10,0.6708738803863525
11,0.6724790788832165
12,0.7152684050810757
13,0.7085247419882512
14,0.7160063964733179
15,0.7273733462852968
16,0.7358820892515636
17,0.7539243397011767
18,0.759695107275408
19,0.7278891341533227
20,0.7558581824134842
21,0.7703134415065773
22,0.791429935404973
23,0.7808730302390104
24,0.7690437837170271
25,0.7957048882608828
26,0.7965402566127896
27,0.7961656499353255
28,0.7801321053850478
29,0.7961160940413149
30,0.7921891069313507
