epoch,dice
1,0.4213101789971028
2,0.44111276411813155
3,0.5128023476640055
4,0.5181605040041868
5,0.5217333652756431
6,0.5317513065889847
7,0.5523569987825125
8,0.5450748062330829
9,0.5662499705622018
10,0.6063691939204192
11,0.634299927506565
12,0.6707765824538617
13,0.6644750720213267
14,0.6945844440420798
15,0.6972455234566995
16,0.7006547756431517
17,0.7424587799497873
18,0.7347874749790538
19,0.7579859386790883
20,0.759844197222024
21,0.7647415507923473
22,0.7625349351197235
23,0.7703524561952954
24,0.7815094191180773
25,0.7755824307764857
26,0.7805733335904839
27,0.7838412508491642
28,0.7864415389447172
29,0.7865984016213535
30,0.7854047550642786
