epoch,dice
1,0.020255078576997786
2,0.4166765203160688
3,0.4228334192894707
4,0.491040027092311
5,0.417236386744444
6,0.4356086675293189
7,0.5077081761084312
8,0.566810664805499
9,0.5712545046136399
10,0.5906060131128169
11,0.6083224568485228
12,0.6390815500385505
13,0.7039594906420747
14,0.7170463164975821
15,0.6978241254475491
16,0.7368233819638402
17,0.7474396347014371
18,0.7420991728128481
19,0.7740209999163289
20,0.7802771260915708
21,0.7936055453355647
22,0.77811429717324
23,0.8031822019372105
24,0.805574194951491
25,0.8103524549933504
26,0.8110532701508073
27,0.8193383571530176
28,0.8220849086430447
29,0.8226268242213352
30,0.8219246948060911
