epoch,dice
1,2.6744940673780632e-11
2,0.25293630500387704
3,0.3892936760841196
4,0.4160279258314374
5,0.3749714240771149
6,0.4742271800835927
7,0.3600197472063898
8,0.46823980244296926
9,0.4754079787010485
10,0.5155611104846741
11,0.4326590425479486
12,0.42294938877749394
13,0.5211317865004451
14,0.4942511204113378
15,0.5561588869331786
16,0.5294923066599275
17,0.5990450729000889
18,0.5649129889026192
19,0.6119644926941913
20,0.619347073523401
21,0.5601255667876013
22,0.6373904262270246
23,0.6625461932541667
24,0.6741784914680149
25,0.6926737157454402
26,0.6980095879631754
27,0.7039241600727689
28,0.703152607069746
29,0.7098504372758648
30,0.7095501095858666
