epoch,tr_loss,tr_dice,va_loss,va_dice
1,0.615240820522966,0.3116146994048151,0.5628860736715382,0.23546821259219072
2,0.49680043438385274,0.433316747484536,0.48031356005833065,0.4577781588866793
3,0.4732993843226597,0.45991917601947124,0.456009709423986,0.4706585965279875
4,0.4508799174736286,0.4881752458111993,0.43777613475404936,0.5141886920764529
5,0.4296687619439487,0.5083029138630835,0.4150304214707736,0.5347700460203763
6,0.4135906809362872,0.5318566926594438,0.4169615461908538,0.5475603670909487
7,0.40601446340823993,0.5406306032476754,0.38186144047770004,0.5808017656720917
8,0.397141144193452,0.5562537713297482,0.3854087418523328,0.5833124580054447
9,0.3839208804327866,0.5693728796366988,0.3860789241461918,0.5770295422652673
10,0.3809477427910114,0.5779157359024574,0.3844496685883095,0.576690178081907
11,0.36948380573042505,0.5930950456652148,0.35700297602291764,0.6159276419672473
12,0.3494667065554652,0.6206094922690556,0.40969543087071386,0.5743067313884866
13,0.3489433136479608,0.621339410748975,0.34154794627222523,0.6308473985770653
14,0.3302584824890926,0.647358211566662,0.32681589537653427,0.6687525925965144
15,0.3053474541368156,0.6769726555922936,0.3090130986838505,0.6848639031936382
16,0.2882824009862439,0.6943061590194702,0.28125233074714395,0.7141455753096219
17,0.2775760915772668,0.7092582234020891,0.3125691479650037,0.6800578762745035
18,0.2865138966461708,0.6986370752597677,0.3278145165278994,0.6817927237214714
19,0.2804887265994631,0.7094460618907008,0.2901589089426501,0.7102193657694191
20,0.25717206278751636,0.7348600416347898,0.2633879386145493,0.737247035215641
21,0.24945018908073163,0.7420395308527453,0.298692066916104,0.7066849770217106
22,0.2538291243643596,0.7382992555355203,0.27663783369393186,0.725699663573298
23,0.24744860591559575,0.7444302558898925,0.2542257045877391,0.7531985474043879
24,0.24115207565241847,0.7590359046541412,0.2551905089411242,0.7453834065075579
25,0.25488716805803363,0.7414348655733569,0.27570619130956714,0.7365537086437488
26,0.2364819522561698,0.7620527563423946,0.24251874150901004,0.7592456903950922
27,0.2180502474308014,0.7805804059423249,0.24720137694786334,0.7749192231688006
28,0.21555097246992178,0.7793461121361831,0.2182380067891088,0.7806552778030263
29,0.20772595878305106,0.7916174473433659,0.23110345889782083,0.7743026897825044
30,0.22168327775494806,0.7713584307966561,0.25904686492064904,0.7498221853683735
31,0.2192841385972911,0.7783600207032828,0.2358426307809764,0.7690897660008792
32,0.21605259776115418,0.7782265252080457,0.22821104115453258,0.7820850401089109
33,0.2018160702853367,0.7938113064601504,0.22783515206698712,0.7773527153607073
34,0.19795891437037239,0.7982514208760755,0.20031415922888393,0.8012490885011081
35,0.20501414578536462,0.7900146007537842,0.22714917577546218,0.7892071740380648
36,0.20240299804457304,0.7957065393184793,0.29047469763920225,0.7365837775427719
37,0.20559016496970736,0.7916510294223654,0.2054869581913126,0.7987651997599109
38,0.17980207389798658,0.8167693549189075,0.1951145205004462,0.8161390672469961
39,0.21069829690045325,0.7904330796208875,0.25386749875956566,0.7596243837784077
40,0.18782213268608883,0.8104163630255338,0.25181600102062884,0.7631414479222791
41,0.203296458412861,0.7931610337619124,0.20351224932177314,0.8078798733908554
42,0.19244691914525525,0.8055996179580689,0.21432144641876222,0.7951913591088919
43,0.1671567220112373,0.8315082714475435,0.19055257665699926,0.8135902158145247
44,0.17995211379281406,0.8164580674007021,0.19891105520314184,0.814205878767474
45,0.17514044108061955,0.8219977905010355,0.20399550651681833,0.8082023283530926
46,0.17430895176427116,0.8229507631268994,0.1976955380933038,0.813686533220883
47,0.18109891661282243,0.81452290929597,0.21779264992681044,0.7978844478212553
48,0.18064121305942535,0.8161430778174564,0.1887270183398806,0.8192774768533377
49,0.17065446325417222,0.8276557655170046,0.197807894904038,0.8109490871429443
50,0.17128016958976613,0.8263570053824063,0.2130520167021916,0.7917847039370701
51,0.16387770658936993,0.8351751179530703,0.18944004239707157,0.823310348083233
52,0.15619564981296144,0.8434844045803465,0.24853899972192173,0.782670601483049
53,0.16469527832392988,0.8357452606332714,0.19087212332363787,0.8163364702257617
54,0.16187135690245136,0.8347725559925211,0.19669389724731445,0.8170140817247588
55,0.1542932995434465,0.8443994567312043,0.21919795973547573,0.7974371663455305
56,0.16081329481355075,0.8387492960896985,0.18052965073749938,0.8259640866312488
57,0.16736104966237628,0.8306569510492785,0.18003863219557137,0.8321600420721647
58,0.1585918206593086,0.8422175740373545,0.1843187167726714,0.8266268746606235
59,0.16378800868988036,0.8349812433637421,0.17519040189940355,0.8292980046107852
60,0.15735881677989302,0.8422216004338757,0.18122869688889076,0.8243367285564028
61,0.16109932198606688,0.8364025913435837,0.18066482543945311,0.830521846639699
62,0.15760244634644738,0.8434597853956551,0.24025214869400552,0.7904191728295951
