epoch,dice
1,0.22408341827723305
2,0.2555194564672731
3,0.2720994316889879
4,0.33015728225125535
5,0.34620795246236813
6,0.34646181913389673
7,0.3550579497286005
8,0.4048416746575887
9,0.40510333886304506
10,0.4524538906958286
11,0.4955041403602616
12,0.4769157160759959
13,0.5005508985825454
14,0.5000852506229843
15,0.46012596906342124
16,0.5121722827293365
17,0.5186926170288899
18,0.5275038029096142
19,0.5599226324701408
20,0.5774354122687078
21,0.5756370705353794
22,0.5645092886180364
23,0.5845466754698112
24,0.5883314172673669
25,0.5982189864598939
26,0.5943966406719532
27,0.6037100226489159
28,0.6064226131261505
29,0.6029656056785189
30,0.6027168767299218
