epoch,dice
1,2.595435778027623e-11
2,2.595435778027623e-11
3,0.1249074681608145
4,0.3132506640982037
5,0.4767396068277438
6,0.5218983487156797
7,0.5330122462974107
8,0.5573734207586809
9,0.5866978725125968
10,0.5697602787293679
11,0.5997759468299299
12,0.5983643994843664
13,0.6079590675259424
14,0.6414678219921333
15,0.620394032848768
16,0.6344203013033907
17,0.6595869778601591
18,0.6620412917176554
19,0.6675935826025718
20,0.674096740966986
21,0.676182599107096
22,0.6819840127771551
23,0.6948745166959841
24,0.6927620522246873
25,0.6916173361549692
26,0.6938689548121996
27,0.6990870128978383
28,0.7008845101703297
29,0.7020867683670737
30,0.7023583882111163
