epoch,dice
1,0.251346910788008
2,0.4930896906813314
3,0.5157582316516844
4,0.5131463162169969
5,0.5320158859422385
6,0.5552303382187835
7,0.5964588271684883
8,0.6078965772281993
9,0.6366165728608438
10,0.6302302051181635
11,0.6557079243265893
12,0.6987081835092592
13,0.7079989565305473
14,0.7173828694446027
15,0.7185230880729423
16,0.7127483925543541
17,0.7322185955756952
18,0.760326240673538
19,0.7528822574733702
20,0.7722401825849675
21,0.7518008454772066
22,0.7553402584446364
23,0.7656832667421704
24,0.7744173200662471
25,0.7767527162536116
26,0.7814517380777469
27,0.7841333377459818
28,0.7703593388076656
29,0.802900730085767
30,0.7844910153672715
