epoch,dice
1,0.18538278773221617
2,0.4748871697895769
3,0.4614361992904118
4,0.4637755070413862
5,0.4351658667466655
6,0.4870405780232471
7,0.49939887469352895
8,0.5088233278898472
9,0.6464557072637491
10,0.6181133406132645
11,0.6678973579505463
12,0.6562383221790163
13,0.695845057258448
14,0.745650365239098
15,0.7121383943913145
16,0.7560947331335727
17,0.7602811244703969
18,0.768723858315999
19,0.7981420285213068
20,0.7905566961375329
21,0.7847449415465566
22,0.8065643490718265
23,0.8087949733062807
24,0.8189492687181903
25,0.8241077863898584
26,0.8348147026253536
27,0.8363212075539505
28,0.8360294910691539
29,0.8367614563454259
30,0.8368994845366626
