epoch,dice
1,0.14407031866144543
2,0.47790503403372014
3,0.45760113665880253
4,0.46938288285712565
5,0.48693944452222715
6,0.4948632362460302
7,0.5175886981743426
8,0.5711455581601986
9,0.5473061455182793
10,0.6190221457441977
11,0.6355808214707808
12,0.6611780814888063
13,0.7262797784214178
14,0.6918200446554452
15,0.6282816135193691
16,0.7085076373470717
17,0.768321774222634
18,0.7619633723881619
19,0.7657118222930215
20,0.7722902125563503
21,0.7851464807494613
22,0.8103613001255949
23,0.8167160296243084
24,0.8171125936114099
25,0.8233347022828977
26,0.8245539763742242
27,0.8333498012921041
28,0.836805276141679
29,0.836405251636978
30,0.8374051239864886
