epoch,dice
1,0.0019991740520803936
2,0.40284879397654877
3,0.43094684532216865
4,0.46362020516494296
5,0.41544283084247424
6,0.4480613462673211
7,0.4680709231714284
8,0.4924558565853545
9,0.5237317931824836
10,0.4515730769491097
11,0.6147355028190968
12,0.6288733677340838
13,0.6165645566786299
14,0.6601812232355153
15,0.6924463355022928
16,0.6945820782742391
17,0.6917868657635359
18,0.7530547275553086
19,0.7683634076799665
20,0.7586871716299906
21,0.7780692963619904
22,0.7925496615978501
23,0.7998876923359699
24,0.8045509066394151
25,0.8190810366940547
26,0.8135172310082809
27,0.8202167818511742
28,0.8218320877162072
29,0.8211955772423596
30,0.8202357573538833
