epoch,dice
1,0.011027975065870579
2,0.3958655415980284
3,0.41560703614526545
4,0.4186521674975876
5,0.42819955526304637
6,0.43871279491865933
7,0.37342183525897255
8,0.49659266870869095
9,0.48568095944144507
10,0.4712971261710175
11,0.5322767560147057
12,0.6057656082240018
13,0.644624868700327
14,0.6712072161603565
15,0.6728476256378426
16,0.7250738567557217
17,0.735674178304751
18,0.7664237396776183
19,0.7451180396986402
20,0.7653056654063138
21,0.7827588093182272
22,0.7893966529980179
23,0.8022431746002071
24,0.8066322985759451
25,0.8086341008667118
26,0.8066679199865042
27,0.8117508149344074
28,0.815501131302069
29,0.8155155925711325
30,0.8167301239060961
