epoch,dice
1,0.3939560400552986
2,0.45192772273189763
3,0.43127973808729947
4,0.5121443025336778
5,0.5292181934206939
6,0.5738784468863621
7,0.5842979890255888
8,0.6004171992136427
9,0.6247781564381497
10,0.670533363484154
11,0.6815036308666891
12,0.6861547689792539
13,0.7059564669270161
14,0.7170771503251446
15,0.7420098269281309
16,0.7550424559057252
17,0.7193614845433511
18,0.7647588932809751
19,0.739296085578351
20,0.7582908415597333
21,0.7638820449182809
22,0.7702149827618244
23,0.787038012476992
24,0.795204959625055
25,0.7699743809778828
26,0.7813523121116576
27,0.7953409380164028
28,0.7891645756634799
29,0.7932779562374777
30,0.7999676702436337
