epoch,dice
1,0.03126821856804323
2,0.33679574752642105
3,0.359941816280696
4,0.37786875480462695
5,0.399324370809823
6,0.4260154930520649
7,0.4351598058850312
8,0.44320681912839904
9,0.4292150758022119
10,0.46063059790075317
11,0.4939768848832974
12,0.4916180475684237
13,0.5270136885406557
14,0.5469065914469317
15,0.5408005276002175
16,0.5526139864251634
17,0.5573521699787172
18,0.570447670526741
19,0.5760432245317569
20,0.5550711332273878
21,0.5747402926121862
22,0.5612107604003149
23,0.5809233902899686
24,0.5879733060017105
25,0.5869251361563186
26,0.5860365993720441
27,0.5865942564877596
28,0.5883920690244879
29,0.5880707812703345
30,0.588540586065655
