epoch,dice
1,0.21211648240346098
2,0.28363758288555263
3,0.3091742879485492
4,0.324986258587235
5,0.3477058529421903
6,0.35841053819927865
7,0.37324826052223425
8,0.3796425994261945
9,0.4136259550880448
10,0.415626601402804
11,0.4303852171631333
12,0.4876415981269031
13,0.47761004120419975
14,0.49408239224929495
15,0.503300246244632
16,0.4983367873027952
17,0.5311609722565913
18,0.5142536735929564
19,0.5456998175468998
20,0.5277336582880829
21,0.5264702618245506
22,0.5557550327624841
23,0.5185015970382137
24,0.5539493723685697
25,0.5480575775014194
26,0.5528831094441701
27,0.5526221694413179
28,0.5514979352615388
29,0.5550330797090787
30,0.5552330541561356
