epoch,dice
1,0.07970077430536925
2,0.4447682226492354
3,0.41488936444944585
4,0.47994031098263323
5,0.48821940451614126
6,0.48250868325391094
7,0.5116994065686691
8,0.5534659978771997
9,0.6040134543229726
10,0.5361363552818613
11,0.6294488631004145
12,0.6247862055281962
13,0.6809766932952502
14,0.7128266150301154
15,0.7339803103573066
16,0.754673635664065
17,0.7728327630965177
18,0.7434135089235857
19,0.7644522963476575
20,0.7765960210611013
21,0.7598594840893076
22,0.7992671240459789
23,0.8028060419500367
24,0.7900521632068414
25,0.8017278436786872
26,0.8152351812882856
27,0.8121586895186054
28,0.8158588522721913
29,0.8174499696936489
30,0.8165718868744275
