epoch,dice
1,0.43628141105051615
2,0.5134981228944925
3,0.4989319021657387
4,0.5215322506106912
5,0.5390917712487049
6,0.5867385412595287
7,0.5374731963218863
8,0.6155775354762502
9,0.6152492118054542
10,0.6246662001678909
11,0.6694412570809232
12,0.6477451377527067
13,0.7078847769131078
14,0.7118497399563128
15,0.713655797652823
16,0.7583250161530315
17,0.7324865991037578
18,0.7613956022460021
19,0.7673124817834385
20,0.7797520918382127
21,0.7888952392475452
22,0.7843944622863154
23,0.7938332178824683
24,0.7696109326483053
25,0.7445216401023154
26,0.7905608812967936
27,0.7838444949183652
28,0.7982528989606269
29,0.79576583752721
30,0.7906969761009295
