epoch,dice
1,0.35797053415420627
2,0.48474365743723785
3,0.5061935868637621
4,0.5149323492010763
5,0.5332368040872999
6,0.5295209101408966
7,0.549293335311669
8,0.5830248919400302
9,0.6148897537515183
10,0.6319739675718891
11,0.643005988814614
12,0.6586866078297954
13,0.664952528378195
14,0.6969471588607662
15,0.7000258776767194
16,0.7102644315435866
17,0.7093993376109226
18,0.7261343465363683
19,0.7365016395395453
20,0.7387158801732969
21,0.7467771157745487
22,0.7426825505642851
23,0.7583522111916345
24,0.755420275956146
25,0.7605452823244836
26,0.7673054766063848
27,0.7688254462785957
28,0.768769660271889
29,0.7692299322648481
30,0.7691679355526758
