epoch,tr_loss,tr_dice,va_loss,va_dice
1,0.6776552241424034,0.3531191840254027,0.6314605688226634,0.3823887792126886
2,0.6255814231675246,0.42371876753609755,0.6000764953679052,0.44164837763227266
3,0.5958994996958765,0.46109395356013855,0.591846397416345,0.45922134128110165
4,0.5772926433333035,0.4768517247561751,0.5621736633366552,0.4509560617907294
5,0.5584617047474302,0.4976308580102592,0.5934854252585049,0.46507019626683205
6,0.5433724921325157,0.5028694531013226,0.5723793424409012,0.4753868197572642
7,0.522869072700369,0.5264055763853007,0.5669878417047961,0.4856924015900184
8,0.5131055901790488,0.529288571456383,0.5007298202350222,0.5264247454445937
9,0.49579799339689057,0.5360963730976499,0.5015237148465781,0.5235427091861593
10,0.47649452049156715,0.5544489071286958,0.47122940729404317,0.5366411373533052
11,0.45633620085387394,0.5664616395687235,0.4555328745266487,0.5561429738998414
12,0.424830357781772,0.5976818487561982,0.44003899775702376,0.5663733663230107
13,0.40584498911068356,0.611700009066483,0.45631367913607895,0.5368119815300251
14,0.37929068104974156,0.6375674297069681,0.39434533242521613,0.5979290880005935
15,0.35430602287424023,0.6602564848702529,0.3585249317103419,0.6465247409097079
16,0.3290787892094974,0.6865612379435835,0.33731333099562544,0.6531087447857035
17,0.30673317457067556,0.7054308998173681,0.3245811598054294,0.6640747699244269
18,0.28615722389056764,0.7242972649376967,0.3099414473977582,0.6850791388544543
19,0.2879236940679879,0.7205933562640486,0.3175722691519507,0.6854944932049718
20,0.2636909256721365,0.7457768604673188,0.3104222258617138,0.6928920737628279
21,0.24664346061903855,0.7590450911686338,0.25716083460840683,0.7348905090628
22,0.2552278720099351,0.7512973366112544,0.2983228408057114,0.7007653141843861
23,0.2382294759668153,0.7683881077273139,0.28611413898139165,0.709576966022623
24,0.2348912800180501,0.7703279885752448,0.2589641312073017,0.7370752786767893
25,0.23398346407660123,0.7726525483460261,0.3172251372501768,0.686236782731681
26,0.21498650589893603,0.7940625503145415,0.2303454524484174,0.7692082955919463
27,0.21153650458516746,0.7949781138321449,0.23669761881746096,0.767146244542352
28,0.20156299225215255,0.8048898766780722,0.2236720977158382,0.7774102400089132
29,0.20978319459948047,0.797090613430944,0.2359808123317258,0.7572271133291311
30,0.20955785153240994,0.795839080317267,0.22731947796098118,0.7658008871407345
31,0.20040741434385037,0.8070336925572362,0.22453579799882298,0.7783397925311122
32,0.1913709705245906,0.8157736519287373,0.23911455992994637,0.7564135987183144
33,0.19117331915888294,0.8149254770114505,0.24197995549645918,0.7500057993264034
34,0.18046347056997233,0.8242914409473024,0.21623388045820696,0.7836755600468865
35,0.18387207203897937,0.8222700480757088,0.32828644159538994,0.6816336228929717
36,0.19394147437194298,0.8127137278688366,0.20714931857996974,0.7909041939110592
37,0.1804091577899867,0.8226943628541354,0.22975295740982582,0.770444616367077
38,0.17430894950340534,0.8322456639388512,0.20080566724826548,0.7973237724139772
39,0.16235953055579086,0.8421471398452233,0.19915861692921868,0.7975824249201807
40,0.17848908058528243,0.8274805759561473,0.21413409134437297,0.7814648595349541
41,0.1633739734518117,0.8433984550936469,0.20801442491597144,0.7880450589903469
42,0.15984931022956453,0.8452852405350784,0.21412935236404682,0.7864691224591486
43,0.15713298690730126,0.8487001427288713,0.20905448239425134,0.7931542528086695
44,0.16275259852409363,0.8425900677154804,0.2872383360205025,0.7209097262086539
45,0.1595689598856301,0.845355918078587,0.19867007198004888,0.7949591574997737
46,0.1513213258365105,0.8522890074499723,0.18773900404058655,0.8060402072709182
47,0.1453882456853472,0.8589004500158902,0.21071464511854895,0.7871586022705868
48,0.15606901512063784,0.8481604818640084,0.1940826991508747,0.8062952415696506
49,0.14631502453623146,0.8588571696445859,0.19632101562516444,0.8024008940006124
50,0.15050222909656064,0.8553999966588514,0.20090408952071748,0.7984916687011718
51,0.1436972015890582,0.8590455038794156,0.18397856221116823,0.8091325973642284
52,0.1383793894586892,0.8654390474845624,0.17681172202373374,0.8202781085310311
53,0.13947380996983627,0.8661187126718718,0.16493697783042643,0.8343898189478907
54,0.13195590931793738,0.8716749257054822,0.1767550805519367,0.8193715950538372
55,0.1290134179181066,0.8759382720651298,0.17445783584282315,0.8215631139689479
56,0.13437139669369008,0.8710266179051892,0.17867113762888415,0.8206640802580735
57,0.12207710506587192,0.8825745927876439,0.1615962899450598,0.8387431744871469
58,0.12350027314547835,0.8800354978133892,0.16702434060902432,0.8336726348975609
59,0.12361108085204815,0.8798302009187896,0.16603994030376962,0.8293565347276884
60,0.1226877386200017,0.8811662961696757,0.162673910732927,0.8335105723348157
61,0.11677312933165451,0.8864686702859813,0.17797396583803768,0.8202680809744474
62,0.1241191434449163,0.8798725062403185,0.16909749189327503,0.831767687715333
63,0.11943563490078367,0.8825198124194967,0.18083925380789,0.8129430520123448
64,0.11261407804900202,0.8895203179326551,0.1686589358181789,0.8280490135324412
65,0.11489050799402697,0.886637937611547,0.16097248463795102,0.8371539777722852
66,0.1094374027745477,0.8921166584409517,0.16053349406554782,0.8346293913907018
67,0.1081381846090843,0.8949517989980763,0.1667598072824807,0.8335515392237696
