epoch,dice
1,0.34911796188379174
2,0.4419592231450367
3,0.46235300270420177
4,0.5424171507235146
5,0.564340003590653
6,0.5463708123928765
7,0.5781366499314397
8,0.6329935426297395
9,0.6625788643740226
10,0.6675678666827595
11,0.7086368720230355
12,0.6932437973980085
13,0.7103097520259597
14,0.7258304488338052
15,0.7249817838333161
16,0.7403661526014592
17,0.7353563335864934
18,0.7368537278896039
19,0.7594896424137534
20,0.7813657976332165
21,0.788332085925353
22,0.7808630716973457
23,0.7842488933053816
24,0.7675275666866737
25,0.7841981539568299
26,0.7887656446816265
27,0.7932724078989918
28,0.8031580981260501
29,0.8020211180544788
30,0.7976655561484659
