epoch,dice
1,0.38612986823416645
2,0.4394816086158989
3,0.46849579964118465
4,0.5183544890727563
5,0.5294955709089156
6,0.5298689206441244
7,0.5473046781607049
8,0.5663599701401609
9,0.5829567510642374
10,0.5788502989348417
11,0.6013909159980205
12,0.5779377992108742
13,0.6405760993868668
14,0.6304592666665466
15,0.672969072625257
16,0.6512589513885308
17,0.6954100154201437
18,0.6914806531946605
19,0.7182566223677641
20,0.718433479961648
21,0.7290139052685249
22,0.7306216385053552
23,0.7317482961137349
24,0.7493425605213173
25,0.7480483496904867
26,0.7779118158308862
27,0.7561541010874399
28,0.7591765460020267
29,0.7742023213803151
30,0.7806272558543993
