epoch,dice
1,0.2245774689298239
2,0.39977002390669986
3,0.4166566483352495
4,0.4758818965274108
5,0.522426330278132
6,0.564781916067467
7,0.6129641468727317
8,0.5868155282476674
9,0.6938006649599806
10,0.6738980853039286
11,0.6711145706058289
12,0.6932938054481649
13,0.7412870955763396
14,0.7326528970499216
15,0.6906633575757345
16,0.7429263763299393
17,0.7597415454639411
18,0.7767197293524416
19,0.7733248604257161
20,0.7818976390189019
21,0.7948924952165434
22,0.8048344827093199
23,0.7989343492387492
24,0.8000026461253749
25,0.8087970512007088
26,0.8080918980187758
27,0.8126991366500933
28,0.8161050743938233
29,0.8149680299048098
30,0.8154001593836593
