epoch,dice
1,0.46464453868984434
2,0.5049050829795577
3,0.5137803289214029
4,0.5314435813244331
5,0.5365391214441809
6,0.5750452556471893
7,0.5950728721500184
8,0.5971243322265815
9,0.6356755667838497
10,0.6599216269903795
11,0.6834809010073265
12,0.6654074298175472
13,0.7180320930283509
14,0.7194371571451981
15,0.7387982604419716
16,0.7340703248730851
17,0.7474707567420312
18,0.7629155789349636
19,0.7592769315770941
20,0.7634902764304577
21,0.7808929782970104
22,0.7924879777011911
23,0.7677799199185262
24,0.759875140081528
25,0.7867682449072291
26,0.777616022042853
27,0.8000973576591128
28,0.8051625978872643
29,0.8056963223107854
30,0.7921507277103684
