epoch,dice
1,0.39322774469359845
2,0.4605004349030739
3,0.47452012024635126
4,0.5158354492226908
5,0.5390079287458057
6,0.5344463044946844
7,0.4788146442618252
8,0.5472478930615197
9,0.6487417083141233
10,0.6283949342640963
11,0.6544568607629824
12,0.6917390547508051
13,0.696040642162985
14,0.7067357030781832
15,0.7340140057004187
16,0.715389836918224
17,0.7118075297883719
18,0.7449516984056835
19,0.7501264879526186
20,0.7254567565011584
21,0.734517205845226
22,0.7626908731854651
23,0.7520587232487261
24,0.760929176137467
25,0.7826069376685403
26,0.769085132878674
27,0.7609860537465939
28,0.7836789336086305
29,0.7950097135275849
30,0.8053591468117454
