epoch,dice
1,2.605571609488765e-11
2,0.005635026118315093
3,0.08389701751324947
4,0.19136429190882492
5,0.22052142270850345
6,0.3386708031529966
7,0.30700187909553756
8,0.4031619035309146
9,0.400447236208195
10,0.44893061417476976
11,0.37530094144507226
12,0.4693645942285194
13,0.47368423026787815
14,0.48544712188821404
15,0.5009273291251181
16,0.5073477835635467
17,0.5203894111433878
18,0.4945091358376339
19,0.4908025748487832
20,0.5246449367106578
21,0.5062623444798077
22,0.5452925678859339
23,0.511183628631181
24,0.5265440226341627
25,0.4039914898620629
26,0.47900511210255986
27,0.5498875788033132
28,0.5020982785994962
29,0.5591942417448845
30,0.49023269619754134
