epoch,dice
1,0.2316542726557694
2,0.5012769324562317
3,0.5116071546793478
4,0.5253657219819647
5,0.5536265309059348
6,0.5838414700258345
7,0.5697040199986649
8,0.5827036070527497
9,0.6277091440206729
10,0.6194217540709375
11,0.6751033790856908
12,0.6802188529484514
13,0.7089394962812309
14,0.672097306937658
15,0.7043677773288072
16,0.7063834238990246
17,0.7368419556637482
18,0.7516515231527403
19,0.7370323528907807
20,0.7674650999083035
21,0.7658150674887079
22,0.7482588071507204
23,0.776912932687171
24,0.7716995422144114
25,0.7832325190984437
26,0.7828479874454917
27,0.7783580551976743
28,0.7834751918202355
29,0.7763608160966672
30,0.7936787907628046
