epoch,dice
1,0.3320229556989966
2,0.5175115849907601
3,0.4955852679584337
4,0.499232388307836
5,0.5689570776670863
6,0.5954947634513333
7,0.6147873072150332
8,0.6519590536012906
9,0.6834704715519465
10,0.6850369456638707
11,0.607502231686752
12,0.6803805665199801
13,0.7452708388954463
14,0.7339757199613204
15,0.7480219010240543
16,0.7513087151213462
17,0.7657841626654994
18,0.7725152137610236
19,0.7723798152082455
20,0.7753735004498105
21,0.7748632370561793
22,0.7885168423070177
23,0.8008795835957023
24,0.7835729702165655
25,0.8087324261912154
26,0.8029699764883543
27,0.8080213778260825
28,0.6492370216495996
29,0.8003471204953164
30,0.7816161415838554
