epoch,dice
1,0.26784821749350546
2,0.3191349148503495
3,0.35372053836443407
4,0.3964754050562841
5,0.42342122235406754
6,0.4339229976661951
7,0.4602113852342957
8,0.45723919937576074
9,0.516214173341143
10,0.5216164053350255
11,0.5376621587182671
12,0.5276351405720286
13,0.5090553743251856
14,0.5448499835302617
15,0.5721202646970255
16,0.5744794035797041
17,0.5833463127075021
18,0.6149149776492306
19,0.6281386036310137
20,0.6146510846866584
21,0.6444228732067606
22,0.6366166453924238
23,0.6666279520307269
24,0.6768335344628518
25,0.6763104728536823
26,0.681966867752944
27,0.6795957426600328
28,0.6844638254084696
29,0.6837946082741084
30,0.6824911574892869
