epoch,dice
1,0.0016502086584224641
2,0.3494160830481978
3,0.36927450195816924
4,0.3735692392696034
5,0.4328485330766883
6,0.44009064495070904
7,0.4732128155132956
8,0.49803647768398945
9,0.4807519902867719
10,0.5275419516996904
11,0.5109438516876914
12,0.5169234110796748
13,0.5239540663632479
14,0.526708640835502
15,0.533909470089211
16,0.5519741162780888
17,0.5822087156871134
18,0.5674425836437005
19,0.599456787109375
20,0.6146360325419213
21,0.6326855086098032
22,0.6475808255928607
23,0.6561759060079401
24,0.660473596951193
25,0.6701381984821035
26,0.673108696937561
27,0.6770699043904455
28,0.6810884121035742
29,0.6825549878364752
30,0.6846596899111409
