epoch,dice
1,4.459077870057545e-06
2,0.36290690524977925
3,0.39365802356668633
4,0.40774100290815773
5,0.4320438635028421
6,0.42223097923873126
7,0.44236601120936947
8,0.4308736176224229
9,0.49950225530944253
10,0.5129192771378511
11,0.5199703659330096
12,0.5084540661324132
13,0.5385961188292652
14,0.5022165000315285
15,0.5536856812966783
16,0.5762807587412326
17,0.5852854534459163
18,0.5954001937100112
19,0.5943315774510859
20,0.6305511459307147
21,0.622718448224275
22,0.6386035503067585
23,0.641828539455406
24,0.6630699794978582
25,0.6658467772584524
26,0.674766935423541
27,0.6711460337135362
28,0.6707311034449386
29,0.6732013719175667
30,0.6735889804289208
